sep=;
regcode;sepa;name;name_before_quotes;name_in_quotes;name_after_quotes;without_quotes;regtype;regtype_text;type;type_text;registered;terminated;closed;address;index;addressid;region;city;atvk;reregistration_term
45402008423;"";"Jēkabpils I.Pleiko individuālais uzņēmums ""EDAKO""";Jēkabpils I.Pleiko individuālais uzņēmums;EDAKO;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1997-05-27;2003-06-09;L;Jēkabpils, Sēlijas iela 2a;5201;101523916;0;100003237;0560100;
45402008902;"";"Aizkraukles R.Miķelsona individuālais uzņēmums ""MRB""";Aizkraukles R.Miķelsona individuālais uzņēmums;MRB;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1997-12-09;2003-12-30;L;Aizkraukle, Skolas iela 2-31;5101;115462740;0;100003077;0320201;
48502013998;LV70ZZZ48502013998;IK Chef Nauris Hauka;IK;Chef Nauris Hauka;"";1;K;Komercreģistrs;IK;Individuālais komersants;2017-05-17;; ;"Tukuma nov., Pūres pag., Pūre, ""Pūre 21"" - 18";3124;117137768;100016261;0;0900274;
48502013339;LV15ZZZ48502013339;"IK ""Inga Kobilinska""";IK;Inga Kobilinska;"";0;K;Komercreģistrs;IK;Individuālais komersants;2013-12-09;; ;Dobeles nov., Auru pag., Gardene, Priežu iela 20 - 36;3701;115543824;100015813;0;0460246;
40003957781;LV16ZZZ40003957781;"Sabiedrība ar ierobežotu atbildību ""DEMOS SERVISS""";Sabiedrība ar ierobežotu atbildību;DEMOS SERVISS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-09-25;2015-11-30;L;Rīga, Mūkusalas iela 29;1004;105300874;0;100003003;0010000;
45402009630;"";"Pļaviņu J.Pavlova individuālais uzņēmums ""ZIRNIS""";Pļaviņu J.Pavlova individuālais uzņēmums;ZIRNIS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-09-10;2003-04-09;L;Aizkraukles rajons, Pļaviņas, Pasta iela 6;5120;101637314;0;100003093;0321300;
45402009931;"";"Jēkabpils pilsētas I.Karpova individuālais uzņēmums komercfirma ""LUTERA""";Jēkabpils pilsētas I.Karpova individuālais uzņēmums komercfirma;LUTERA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-12-21;2003-10-14;L;Jēkabpils, Ābeļu iela 20;5201;101502781;0;100003237;0560100;
45402011014;"";"Jēkabpils I.Rancānes individuālais uzņēmums ""VIDUSDAUGAVAS REĢIONĀLAIS DATORU CENTRS""";Jēkabpils I.Rancānes individuālais uzņēmums;VIDUSDAUGAVAS REĢIONĀLAIS DATORU CENTRS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;2000-05-11;2003-03-28;L;Jēkabpils, Dzelzceļa iela 17-4;5204;110405672;0;100003237;0560100;
44101013861;LV40ZZZ44101013861;"Valkas rajona Ērģemes pagasta zemnieku saimniecība ""OMUĻI""";Valkas rajona Ērģemes pagasta zemnieku saimniecība;OMUĻI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-02-28;; ;"Valkas nov., Ērģemes pag., ""Omuļi""";4711;103026958;100016286;0;0945200;
53603011041;LV41ZZZ53603011041;"Sabiedrība ar ierobežotu atbildību ""Baltijas Ekspress Kompānija""";Sabiedrība ar ierobežotu atbildību;Baltijas Ekspress Kompānija;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1998-02-02;2015-06-08;L;Siguldas nov., Sigulda, Lakstīgalas iela 3-1;2150;110468934;100015380;100003591;0801615;
44103029388;LV42ZZZ44103029388;"Sabiedrība ar ierobežotu atbildību ""AJM WOOD""";Sabiedrība ar ierobežotu atbildību;AJM WOOD;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-09-04;; ;"Jaunpiebalgas nov., Jaunpiebalgas pag., ""Avoti""";4125;103186877;100015612;0;0425756;
40103538266;LV81ZZZ40103538266;"SIA ""RIGA FINANCE""";SIA;RIGA FINANCE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-04-24;2017-04-12;L;Rīga, Teātra iela 4 - 7;1050;118261116;0;100003003;0010000;
48503027711;LV18ZZZ48503027711;"SIA ""BELL Serviss""";SIA;BELL Serviss;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-05-17;; ;Saldus nov., Saldus, Zvejnieku iela 3;3801;101264714;100016204;100003614;0840201;
40103410335;LV48ZZZ40103410335;"SIA ""DIALOGS SERVISS""";SIA;DIALOGS SERVISS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-04-27;; ;Rīga, Silmaču iela 4;1012;104589833;0;100003003;0010000;
40003890111;LV14ZZZ40003890111;"SIA ""SLASH""";SIA;SLASH;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-01-18;2016-06-14;L;Rīga, Kandavas iela 8 k-8 - 19;1083;112100046;0;100003003;0010000;
40003852001;LV08ZZZ40003852001;"SIA ""HANSA CELTNIEKS""";SIA;HANSA CELTNIEKS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-08-28;; ;Rīga, Invalīdu iela 4 - 12;1013;112647178;0;100003003;0010000;
40103307419;LV21ZZZ40103307419;"Sabiedrība ar ierobežotu atbildību ""SHARKS & CO""";Sabiedrība ar ierobežotu atbildību;SHARKS & CO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-07-16;2019-01-14;L;Salaspils nov., Salaspils, Skolas iela 7 k-2 - 1;2121;110075968;100015485;100003575;0801211;
40103929318;LV30ZZZ40103929318;SIA SOLFLY;SIA;SOLFLY;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-09-10;2019-01-14;L;Rīga, Braslas iela 20;1084;101821942;0;100003003;0010000;
44101001171;LV66ZZZ44101001171;"Valmieras rajona Rencēnu pagasta zemnieku saimniecība ""TĀLAVAS""";Valmieras rajona Rencēnu pagasta zemnieku saimniecība;TĀLAVAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-01-16;2017-04-12;L;"Burtnieku nov., Rencēnu pag., ""Tālavas""";4232;103545877;100015524;0;0967800;
40002071313;;"Rīgas pilsētas Dmitrija Popova daudznozaru individuālais uzņēmums ""SANVEJA""";Rīgas pilsētas Dmitrija Popova daudznozaru individuālais uzņēmums;SANVEJA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-02-23;2013-12-13;L;Rīga, Tīnūžu iela 14-34;1021;113747590;0;100003003;0010000;
45402005588;LV57ZZZ45402005588;"SIA ""AUTO A""";SIA;AUTO A;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1995-02-24;2017-12-15;L;Madonas nov., Madona, Mēness iela 1;4801;101392662;100016003;100003438;0700100;
44101025536;LV65ZZZ44101025536;"Limbažu rajona Liepupes pagasta zemnieku saimniecība ""MIGLIŅAS""";Limbažu rajona Liepupes pagasta zemnieku saimniecība;MIGLIŅAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1997-03-07;2017-05-17;L;Salacgrīvas nov., Liepupes pag.;4023;100012496;100016181;0;0666000;
40008052369;LV47ZZZ40008052369;Avots;Avots;"";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2000-06-27;; ;Jelgava, Lielā iela 30 - 11;3001;116425997;0;100003028;0090000;
54102018001;LV86ZZZ54102018001;"Cēsu pilsētas Ineses Sīklēnas individuālais uzņēmums ""NINIERKRASTS""";Cēsu pilsētas Ineses Sīklēnas individuālais uzņēmums;NINIERKRASTS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-05-14;; ;Cēsu nov., Cēsis, Uzvaras bulvāris 10 - 2;4101;115605182;100015774;100003157;0420100;
40003822331;LV72ZZZ40003822331;"Sabiedrība ar ierobežotu atbildību ""Yellow T""";Sabiedrība ar ierobežotu atbildību;Yellow T;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-05-02;2015-02-11;L;Rīga, Bērzaunes iela 13;1039;103357073;0;100003003;0010000;
40008244908;LV15ZZZ40008244908;"Bērna labāko interešu organizācija ""Ģimene-dzimta-tauta""";"";"Bērna labāko interešu organizācija ""Ģimene-dzimta-tauta""";"";1;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2015-11-27;; ;Jūrmala, Rīgas iela 25 - 2;2015;118436486;0;100003036;0130000;
40801052320;LV35ZZZ40801052320;Svētā Krusta un Opus Dei prelatūra;"";Svētā Krusta un Opus Dei prelatūra;"";1;R;Reliģisko organizāciju un to iestāžu reģistrs;KAT;Katoļu baznīcas publisko tiesību juridiskā persona;2015-11-24;; ;Rīga, Baložu iela 6;1048;101116168;0;100003003;0010000;
40008078264;LV58ZZZ40008078264;Biljarda spēlētāju klubs;Biljarda spēlētāju klubs;"";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2003-11-10;; ;Rīga, Ropažu iela 7A;1039;103647180;0;100003003;0010000;
40008078349;LV91ZZZ40008078349;Pula un snukera spēlētāju klubs;Pula un snukera spēlētāju klubs;"";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2003-11-12;; ;Rīga, Ropažu iela 7A;1039;103647180;0;100003003;0010000;
40103910838;LV22ZZZ40103910838;"SIA ""ZILBER""";SIA;ZILBER;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-07-01;; ;Rīga, Augusta Dombrovska iela 44 - 34;1015;111129023;0;100003003;0010000;
43603014648;LV05ZZZ43603014648;"Sabiedrība ar ierobežotu atbildību ""ATRIUS""";Sabiedrība ar ierobežotu atbildību;ATRIUS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2000-09-21;; ;Jelgava, Sudrabu Edžus iela 11 - 43;3001;116326790;0;100003028;0090000;
50002038861;LV87ZZZ50002038861;"Rīgas M.Romberga daudznozaru individuālais uzņēmums firma ""NILA""";Rīgas M.Romberga daudznozaru individuālais uzņēmums firma;NILA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1995-11-06;; ;Rīga, Stokholmas iela 58;1014;102638393;0;100003003;0010000;
44102018029;LV71ZZZ44102018029;"Valmieras rajona V.Mašukova tirdzniecības uzņēmums ""V & CO""";Valmieras rajona V.Mašukova tirdzniecības uzņēmums;V & CO;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-05-18;; ;"Burtnieku nov., Valmieras pag., ""Iršu parks""-4";4219;100014635;100015524;0;0969000;
40002140738;LV02ZZZ40002140738;"Individuālais komersants ""ZENTA KOĻESŅIKOVA""";Individuālais komersants;ZENTA KOĻESŅIKOVA;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-10-15;; ;Aizkraukles nov., Aizkraukle, Spīdolas iela 14 - 11;5101;115438872;100015307;100003077;0320201;
50103901911;LV41ZZZ50103901911;"Sabiedrība ar ierobežotu atbildību ""P.K.PARTNER""";Sabiedrība ar ierobežotu atbildību;P.K.PARTNER;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-05-25;2018-04-24;L;Rīga, Viršu iela 5 - 43;1035;113617903;0;100003003;0010000;
40008052797;LV34ZZZ40008052797;"Hokeja skola ""DINAMO RĪGA""";Hokeja skola;DINAMO RĪGA;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2000-07-12;; ;"Babītes nov., Babītes pag., Piņķi, ""Siemens Ledus halle""";2107;100184284;100015725;0;0804800;
40008053167;LV35ZZZ40008053167;"""Valērija Barjera mednieku klubs""";"";Valērija Barjera mednieku klubs;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2000-07-27;; ;"Jelgavas nov., Elejas pag., ""Novadnieki-Robežnieki""";3023;100011461;100015895;0;0544800;
42402002743;LV86ZZZ42402002743;"Rēzeknes pilsētas individuālais uzņēmums ""LANA""";Rēzeknes pilsētas individuālais uzņēmums;LANA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1993-02-08;; ;Rēzekne, Atbrīvošanas aleja 39 - 2;4601;110766751;0;100003052;0210000;
50103968641;LV09ZZZ50103968641;Nork Trade SIA;"";Nork Trade;SIA;1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2016-02-11;2019-02-13;L;Rīga, Slokas iela 132 - 1;1069;113850200;0;100003003;0010000;
42402002724;LV17ZZZ42402002724;"Individuālais uzņēmums ""VEIKALS ""KRASOVSKIS""""";Individuālais uzņēmums;"VEIKALS ""KRASOVSKIS""";"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1993-02-02;; ;Rēzeknes nov., Kaunatas pag., Kaunata, Rāznas iela 58;4622;101323516;100016132;0;0786200;
40003865928;LV48ZZZ40003865928;"SIA ""S.A.M.""";SIA;S.A.M.;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-10-16;2017-05-17;L;"Ādažu nov., ""Norieši""";2164;100015493;100015493;0;0804400;
40002096923;LV92ZZZ40002096923;"Individuālais komersants ""ANNA RUDZĪTE""";Individuālais komersants;ANNA RUDZĪTE;"";0;K;Komercreģistrs;IK;Individuālais komersants;2003-06-11;; ;Rīga, Zemaišu iela 1 k-5 - 39;1002;115060894;0;100003003;0010000;
44102030816;LV45ZZZ44102030816;"IK ""POVICI""";IK;POVICI;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-04-07;2015-02-11;L;Salacgrīvas nov., Salacgrīva, Vidzemes iela 66;4033;103888890;100016181;100003382;0661615;
40103861848;LV60ZZZ40103861848;"SIA ""Budeko Factory""";SIA;Budeko Factory;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-01-16;; ;Rīga, Salnas iela 21 - 147;1021;118573345;0;100003003;0010000;
40203057574;LV15ZZZ40203057574;"SIA ""ARGRA""";SIA;ARGRA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-03-20;; ;Rīga, Vanadziņa gatve 4 - 3;1015;113214235;0;100003003;0010000;
40103511257;LV78ZZZ40103511257;"Sabiedrība ar ierobežotu atbildību ""Pro bono Latvia""";Sabiedrība ar ierobežotu atbildību;Pro bono Latvia;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-02-13;; ;Rīga, Līvciema iela 57 - 3;1058;114085702;0;100003003;0010000;
40103081654;LV02ZZZ40103081654;"Sabiedrība ar ierobežotu atbildību ""ERVIS""";Sabiedrība ar ierobežotu atbildību;ERVIS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-02-18;2019-09-30;L;Babītes nov., Babītes pag., Piņķi, Rīgas iela 13 - 6;2107;114391898;100015725;0;0804800;
40008227039;LV97ZZZ40008227039;Basketbola klubs Krāslava;"";Basketbola klubs Krāslava;"";1;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2014-08-14;; ;Krāslavas nov., Krāslava, Rīgas iela 72 - 1;5601;110312566;100015315;100003261;0600201;
44103098712;LV06ZZZ44103098712;"Sabiedrība ar ierobežotu atbildību ""Amata ART""";Sabiedrība ar ierobežotu atbildību;Amata ART;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-02-25;2019-02-13;L;"Amatas nov., Drabešu pag., Kārļi, ""Vārnas"" - 3";4139;117146004;100015276;0;0424746;
50003536311;LV89ZZZ50003536311;"Sabiedrība ar ierobežotu atbildību ""AERONS""";Sabiedrība ar ierobežotu atbildību;AERONS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-03-14;2017-05-17;L;Rīga, Ilzenes iela 18;1005;101835663;0;100003003;0010000;
40102005988;LV20ZZZ40102005988;"Lizbovska komercindividuālais uzņēmums ""INGRĪDA""";Lizbovska komercindividuālais uzņēmums;INGRĪDA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1991-09-13;; ;Rīga, Dzirnavu iela 63-97;1011;101110606;0;100003003;0010000;
40103543604;LV97ZZZ40103543604;"SIA ""RUKA""";SIA;RUKA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-05-11;2018-09-17;L;Rīga, Ilmājas iela 13 - 1;1004;112664684;0;100003003;0010000;
50103814421;LV30ZZZ50103814421;"Sabiedrība ar ierobežotu atbildību ""POLKA""";Sabiedrība ar ierobežotu atbildību;POLKA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-08-06;2017-05-17;L;Rīga, Brīvības iela 47 - 6;1010;111837491;0;100003003;0010000;
40003473033;LV02ZZZ40003473033;"""Swedbank"" AS filiāle ""Teika""";"""Swedbank"" AS filiāle";Teika;"";0;K;Komercreģistrs;FIL;Filiāle;1999-12-20;2017-04-12;L;Rīga, Brīvības gatve 263;1006;101127043;0;100003003;0010000;
40003543612;LV31ZZZ40003543612;"Sabiedrība ar ierobežotu atbildību ""AB MODES DIZAINA STUDIJA""";Sabiedrība ar ierobežotu atbildību;AB MODES DIZAINA STUDIJA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-04-26;2016-09-12;L;Rīga, Brīvības gatve 410A - 1;1024;111790270;0;100003003;0010000;
50103927681;LV32ZZZ50103927681;"Sabiedrība ar ierobežotu atbildību ""RAA-serviss""";Sabiedrība ar ierobežotu atbildību;RAA-serviss;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-09-04;2017-05-17;L;Rīga, Brīvības gatve 197;1039;101822518;0;100003003;0010000;
41203025347;;"SIA ""KRIŠJĀŅI BTB""";SIA;KRIŠJĀŅI BTB;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-11-21;2013-12-10;L;Kuldīgas nov., Kuldīga, Tehnikas iela 4B;3301;104340623;100015942;100003286;0620100;
42103047915;LV35ZZZ42103047915;"SIA ""BIR ONE""";SIA;BIR ONE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-04-23;2018-09-04;L;Liepāja, Zivju iela 3;3401;101704043;0;100003044;0170000;
40102035643;LV70ZZZ40102035643;"Rīgas pils. V.Mikulova individuālais uzņēmums komercfirma ""VITS UN KO""";Rīgas pils. V.Mikulova individuālais uzņēmums komercfirma;VITS UN KO;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1995-04-26;; ;Rīga, Gaujienas iela 3A - 16;1005;112180775;0;100003003;0010000;
40203077636;LV86ZZZ40203077636;"Sabiedrība ar ierobežotu atbildību ""Coriander""";Sabiedrība ar ierobežotu atbildību;Coriander;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-06-26;; ;Rīga, Gaigalas iela 21 - 51;1016;111626833;0;100003003;0010000;
42103048380;LV90ZZZ42103048380;"SIA ""CONTEGO SECURITY""";SIA;CONTEGO SECURITY;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-07-15;2018-09-04;L;Liepāja, Ausekļa iela 8 - 2;3401;117279966;0;100003044;0170000;
42103048713;LV23ZZZ42103048713;"SIA ""Adrian""";SIA;Adrian;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-09-02;2018-09-04;L;Liepāja, Mirdzas Ķempes iela 8 - 65;3407;111026412;0;100003044;0170000;
42101007335;LV83ZZZ42101007335;"Liepājas rajona Nīcas pagasta zemnieku saimniecība ""JAUNMENCAS""";Liepājas rajona Nīcas pagasta zemnieku saimniecība;JAUNMENCAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-04-20;2018-09-04;L;"Nīcas nov., Nīcas pag., ""Jaunmencas""";3476;103386770;100016060;0;0647800;
40103305047;;"Sabiedrība ar ierobežotu atbildību ""BEIJING MT""";Sabiedrība ar ierobežotu atbildību;BEIJING MT;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-07-07;2013-12-13;L;Rīga, Elizabetes iela 6-11;1010;112137477;0;100003003;0010000;
40003780447;;"SIA ""AUTO LANT""";SIA;AUTO LANT;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-11-07;2013-12-13;L;Rīga, Biķernieku iela 244-2;1079;111526834;0;100003003;0010000;
40103239771;;"Sabiedrība ar ierobežotu atbildību ""Rīgas Ēdnīcu Serviss""";Sabiedrība ar ierobežotu atbildību;Rīgas Ēdnīcu Serviss;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-07-21;2013-12-13;L;Rīga, Brīvības gatve 226-3;1039;111825540;0;100003003;0010000;
40203077551;LV53ZZZ40203077551;"Sabiedrība ar ierobežotu atbildību ""EKKE Fashion""";Sabiedrība ar ierobežotu atbildību;EKKE Fashion;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-06-26;; ;Rīga, Dzērvju iela 3 - 49;1019;111238056;0;100003003;0010000;
44103129162;LV28ZZZ44103129162;"SIA ""LSO Consulting""";SIA;LSO Consulting;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-09-30;; ;Rīga, Pētersalas iela 18 - 35;1045;113143322;0;100003003;0010000;
40003716349;LV86ZZZ40003716349;"Sabiedrība ar ierobežotu atbildību ""PENTANORD""";Sabiedrība ar ierobežotu atbildību;PENTANORD;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2004-12-15;2016-09-12;L;Rīga, Vasaras iela 7 - 19;1048;113659485;0;100003003;0010000;
40002099633;;"IK ""FAUTOR""";IK;FAUTOR;"";0;K;Komercreģistrs;IK;Individuālais komersants;2003-11-05;2013-12-13;L;Rīga, Lokomotīves iela 40-12;1057;112443855;0;100003003;0010000;
44102019185;LV93ZZZ44102019185;"Apes pilsētas Sanas Raipales individuālais uzņēmums ""ZĪRA""";Apes pilsētas Sanas Raipales individuālais uzņēmums;ZĪRA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1999-03-05;2014-04-10;L;Apes nov., Ape, Vaidavas iela 27;4337;102605041;100015700;100003116;0360605;
45403001193;"";"Jēkabpils rajona Variešu pagasta l/s tehnikas lietošanas,apkopes un graudu pārstrādes kooperatīvā sabiedrība ""PIŅŅI""";Jēkabpils rajona Variešu pagasta l/s tehnikas lietošanas,apkopes un graudu pārstrādes kooperatīvā sabiedrība;PIŅŅI;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1992-09-11;2003-03-21;L;"Jēkabpils rajons, Variešu pagasts, ""Varieši""";5236;100011783;0;0;0569400;
41502029887;"";"IK ""TAIR""";IK;TAIR;"";0;K;Komercreģistrs;IK;Individuālais komersants;2009-01-15;2012-02-08;L;Daugavpils, Varšavas iela 4-26;5404;116158788;0;100003011;0050000;
40103372334;LV09ZZZ40103372334;"Sabiedrība ar ierobežotu atbildību ""Formup""";Sabiedrība ar ierobežotu atbildību;Formup;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-01-26;; ;Rīga, Mālu iela 7 - 28;1058;112913223;0;100003003;0010000;
40203139902;LV11ZZZ40203139902;"Sabiedrība ar ierobežotu atbildību ""AVT Furniture""";Sabiedrība ar ierobežotu atbildību;AVT Furniture;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-04-24;; ;Rīga, Brīvības iela 78 - 13;1001;111833484;0;100003003;0010000;
40203069130;LV52ZZZ40203069130;"Pilnsabiedrība ""BūvKORE un partneri""";Pilnsabiedrība;BūvKORE un partneri;"";0;K;Komercreģistrs;PS;Pilnsabiedrība;2017-05-13;; ;Rīga, Rītausmas iela 11C;1058;105282273;0;100003003;0010000;
40203150276;LV49ZZZ40203150276;SIA Present Holding Group;SIA;Present Holding Group;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-06-14;; ;Jūrmala, Žubītes iela 54;2008;101750990;0;100003036;0130000;
45402011067;"";"Jaunjelgavas Ciņa Kārļa individuālais uzņēmums ""JIVRIKA""";Jaunjelgavas Ciņa Kārļa individuālais uzņēmums;JIVRIKA;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;2000-06-15;2003-05-06;L;Aizkraukles rajons, Jaunjelgava, Meža iela 7;5134;101632836;0;100003085;0320807;
55403000221;"";"Jēkabpils rajona apgāds ""VIDE""";Jēkabpils rajona apgāds;VIDE;"";0;U;Uzņēmumu reģistra žurnāls;SIA;Sabiedrība ar ierobežotu atbildību;1991-06-27;2003-12-30;L;Jēkabpils, Brīvības iela 220;5201;101505947;0;100003237;0560100;
40103477934;;"Sabiedrība ar ierobežotu atbildību ""DAGGA""";Sabiedrība ar ierobežotu atbildību;DAGGA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-11-07;2013-02-22;L;Rīga, Avotu iela 76-66;1009;111921196;0;100003003;0010000;
40003447242;LV93ZZZ40003447242;"Sabiedrība ar ierobežotu atbildību ""DAMMES AUTO""";Sabiedrība ar ierobežotu atbildību;DAMMES AUTO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1999-06-01;2015-12-02;L;Rīga, Ģertrūdes iela 121-51;1009;111267921;0;100003003;0010000;
50002053061;;"SIA ""PROTEKTOR MB""";SIA;PROTEKTOR MB;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1996-07-30;2013-12-13;L;Salaspils nov., Salaspils, Rīgas iela 1A;2121;103095083;100015485;100003575;0801211;
40006022317;LV49ZZZ40006022317;"Ārvalsts komersanta Privātais uzņēmums ""BUDRESURSI"" pārstāvniecība";Ārvalsts komersanta;"Privātais uzņēmums ""BUDRESURSI""";pārstāvniecība;1;C;Pārstāvniecību reģistrs;PAR;Ārvalsts komersanta pārstāvniecība;2015-11-30;2021-03-01;L;Rīga, Koku iela 15 - 84;1004;112092268;0;100003003;0010000;
40103552518;LV76ZZZ40103552518;"Sabiedrība ar ierobežotu atbildību ""Alternative Shop Riga""";Sabiedrība ar ierobežotu atbildību;Alternative Shop Riga;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-06-05;2017-05-17;L;Rīga, Elizabetes iela 25 - 10;1010;112735812;0;100003003;0010000;
40203112113;LV19ZZZ40203112113;"Sabiedrība ar ierobežotu atbildību ""Denplex""";Sabiedrība ar ierobežotu atbildību;Denplex;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-12-15;; ;Rīga, Melīdas iela 6 k-3 - 69;1015;112833978;0;100003003;0010000;
51203040121;;"Sabiedrība ar ierobežotu atbildību ""Dabas elements""";Sabiedrība ar ierobežotu atbildību;Dabas elements;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-03-23;2013-11-28;L;Ventspils nov., Piltene, Kadiķu iela 17;3620;102051133;100016333;100003768;0980213;
48503027726;LV98ZZZ48503027726;"SIA ""TOLE""";SIA;TOLE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-05-17;; ;Brocēnu nov., Brocēni, Krasta iela 2A;3851;102101586;100015323;100003622;0840605;
